website_name,text
imdb,"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  "
imdb,Hated it.  
imdb,The death row scenes were entirely unmoving.  
imdb,But this movie is definitely a below average rent.  
imdb,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  "
imdb,"Even Billy Bob couldn't rise above the script, which was worse.  "
imdb,Rating: 1 out of 10.  
imdb,It is indescribably the most annoying and idiotic show I have ever seen.  
imdb,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  "
imdb,By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  
imdb,This may be the only bad film he ever made.  
imdb,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  "
imdb,"It was forced, like everything in this movie.  "
imdb,I don't think there are any redeeming qualities in this remake.  
imdb,In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  
imdb,Worst hour and a half of my life!Oh my gosh!  
imdb,"The plot - well, I said I'd let that one go.  "
imdb,Everything about it is just bad.  
imdb,Nothing at all to recommend.  
imdb,Didn't laugh or even smile once.  
imdb,Really bad.  
imdb,Not easy to watch.  
imdb,This is probably the most irritating show I have ever seen in my entire life.  
imdb,"A Lassie movie which should have been ""put to sleep"".... FOREVER.  "
imdb,So bad.  
imdb,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  
imdb,"Otherwise, don't even waste your time on this.  "
imdb,"But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  "
imdb,"Unfortunately, this is a bad movie that is just plain bad.  "
imdb,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  "
imdb,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  
imdb,This was a flick doomed from its conception.  
imdb,I paid too much.  
imdb,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  
imdb,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  "
imdb,It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  
imdb,Is it possible for a movie to get any worse than this?  
imdb,"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  "
imdb,"The acting is terrible, and the writing is worse.  "
imdb,"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  "
imdb,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  "
imdb,Lame would be the best way to describe it.  
imdb,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  "
imdb,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  
imdb,Today the graphics are crap.  
imdb,"The worst, sappiest dialogue... I could go on and on.  "
imdb,The movie has almost no action scenes in it and very little comedy.  
imdb,About half way through this film I started to dislike it.  
imdb,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  "
imdb,"Seriously, it's not worth wasting your, or your kid's time on.  "
imdb,And the accents are absolutely abysmal!  
imdb,Now imagine that every single one of those decisions was made wrong.  
imdb,"Schrader has made a resume full of lousy, amateurish films.  "
imdb,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  "
imdb,"It is a film about nothing, just a pretext to show ridiculous action scenes.  "
imdb,"Long, whiny and pointless.  "
imdb,I'm not sure what he was trying to do with this film.  
imdb,Omit watching this.  
imdb,This is not movie-making.  
imdb,The dialogue is atrocious.  
imdb,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  "
imdb,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  "
imdb,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  "
imdb,The only possible way this movie could be redeemed would be as MST3K fodder.  
imdb,The budget was evidently very limited.  
imdb,"As for the killer, don't expect anything original or even remotely frightening.  "
imdb,"Whatever the producer was going for, he missed entirely.  "
imdb,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  "
imdb,"Overall, this movie was cheap trash.  "
imdb,I've seen soap operas more intelligent than this movie.  
imdb,But it's just not funny.  
imdb,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  "
imdb,The Malta settings are as dry and as barren as the dialogue.  
imdb,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  "
imdb,"Woa, talk about awful.  "
imdb,All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  
imdb,The story line is totally predictable.  
imdb,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  
imdb,It was so BORING!  
imdb,Very disappointed and wondered how it could be in the Oscar shortlist.  
imdb,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  
imdb,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  
imdb,""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  "
imdb,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  "
imdb,This would not even be good as a made for TV flick.  
imdb,The cinematography-if it can be called that-sucked.  
imdb,This scene is very strong and unpleasant.  
imdb,"Speaking of the music, it is unbearably predictably and kitchy.  "
imdb,Hence the whole story lacks a certain energy.  
imdb,The script is a big flawed mess.  
imdb,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  "
imdb,"Characters are one-dimensional, even the good guys and especially the bad guys.  "
imdb,It was just too horrible.  
imdb,The lighting is awful.  
imdb,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  "
imdb,"Even if you love bad movies, do not watch this movie.  "
imdb,"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  "
imdb,I'm still trying to get over how bad it was.  
imdb,"Camerawork - again, bad.  "
imdb,About ten minutes into this film I started having second thoughts.  
imdb,"Bad script, bad direction and horrible acting make this one plain bad!  "
imdb,"And, quite honestly, often its not very good.  "
imdb,"It's dumb and pointless, and a complete waste of time.  "
imdb,There is a totally unnecessary train/roller coaster scene.  
imdb,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  "
imdb,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  "
imdb,It is zillion times away from reality.  
imdb,This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  
imdb,I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  
imdb,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  "
imdb,The movie seemed a little slow at first.  
imdb,It was horrendous.  
imdb,The soundtrack sucked.  
imdb,"This was a poor remake of ""My Best Friends Wedding"".  "
imdb,"The results, well, are a shame.  "
imdb,Everything stinks.  
imdb,It is an insane game.  
imdb,Now you know why I gave it a 10+!  
imdb,"In other words, the content level of this film is enough to easily fill a dozen other films.  "
imdb,Punishment Park is a brilliant piece of cinema.  
imdb,This is high adventure at its best.  
imdb,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  "
imdb,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  "
imdb,Kris Kristoffersen is good in this movie and really makes a difference.  
imdb,The movie was very interesting from beginning to the end.  
imdb,Everything from acting to cinematography was solid.  
imdb,The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  
imdb,GO AND SEE IT!  
imdb,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  
imdb,"It features an outlandish array of memorable, psychotic but lovable nuts.  "
imdb,"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  "
imdb,I rate this movie 9/10.  
imdb,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  
imdb,I guess I liked the details of his dysfunction--he was believable.  
imdb,"Plus, it was well-paced and suited its relatively short run time.  "
imdb,"Yet, I enjoy watching it.  "
imdb,It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  
imdb,"Gotta love those close-ups of slimy, drooling teeth!  "
imdb,"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  "
imdb,"An instant classic, with a great soundtrack and a catchy song during the ending credits.  "
imdb,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  "
imdb,"I saw this film over Christmas, and what a great film it was!  "
imdb,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  "
imdb,"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  "
imdb,"Funny, clever, hip - just like Pray's previous film, Hype!  "
imdb,This is the kind of money that is wasted properly.  
imdb,The camera really likes her in this movie.  
imdb,It's hard not to fall head-over-heels in love with that girl.  
imdb,"The suspense builders were good, & just cross the line from G to PG.  "
imdb,"Predictable, but not a bad watch.  "
imdb,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  "
imdb,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  
imdb,I struggle to find anything bad to say about it.  
imdb,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  "
imdb,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  "
imdb,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  
imdb,"This movie was kind of long in length, but I enjoyed every minute of it.  "
imdb,"Despite the pans of reviewers, I liked this movie.  "
imdb,"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  "
imdb,But in terms of the writing it's very fresh and bold.  
imdb,"But it is entertaining, nonetheless.  "
imdb,"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  "
imdb,The cast of veteran actors are more than just a nostalgia trip.  
imdb,How can anyone in their right mind ask for anything more from a movie than this?  
imdb,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  "
imdb,"If there was ever a movie that needed word-of-mouth to promote, this is it.  "
imdb,You will leave the theater wanting to go out and dance under the stars.  
imdb,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  "
imdb,"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  "
imdb,The things that the four kids get themselves into is absolutely hilarious to watch.  
imdb,") some great music, and terrific scenery.  "
imdb,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  "
imdb,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  
imdb,But this movie really got to me.  
imdb,") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  "
imdb,is pretty funny.  
imdb,"There is, however, some pretty good acting (at least, for this type of film).  "
imdb,"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  "
imdb,Her role was played well.  
imdb,That was nice.  
imdb,"For people who are first timers in film making, I think they did an excellent job!!  "
imdb,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  "
imdb,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  "
imdb,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  "
imdb,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  "
imdb,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  
imdb,I was particularly pleased with the acting ability of Dwight Schultz.  
imdb,"The ending is so, SO perfect... you'll shed a tear.  "
imdb,The scenery that the two daughters paint and photograph are beautiful.  
imdb,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  "
imdb,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  
imdb,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  
imdb,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  "
imdb,Great movie!  
imdb,It looked like a wonderful story.  
imdb,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  "
imdb,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  
imdb,Kieslowski never ceases to amaze me.  
imdb,The cast is good.  
imdb,The stories were powerful explorations of the nature of man and of art.  
imdb,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  "
imdb,The last 15 minutes of movie are also not bad as well.  
imdb,This movie is possibly one of the most creative works of horror ever.  
imdb,"Excellent cast, story line, performances.  "
imdb,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  "
imdb,It was clear that she had the range and ability to pull off this part.  
imdb,She's poised and amazing.  
imdb,There still are good actors around!  
imdb,And his subtle connections between the three films are awesome.  
imdb,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  
imdb,Julian Fellowes has triumphed again.  
imdb,You won't forget this movie!  
imdb,Three of the most visually appealing movies i've ever seen.  
imdb,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  "
imdb,It was so funny.  
imdb,"If good intentions made a film great, then this film might be one of the greatest films ever made.  "
imdb,This if the first movie I've given a 10 to in years.  
imdb,I advise you to look out for it.  
imdb,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  "
imdb,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  "
imdb,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  "
imdb,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  "
imdb,"Each track commands sentiment, actually contributing to the scenes and characters.  "
imdb,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  "
imdb,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  
imdb,"The film's dialogue is natural, real to life.  "
imdb,;) Recommend with confidence!  
imdb,I love the Scream movies and all horror movies and this one ranks way up there.  
imdb,PS the only scene in the movie that was cool is when the central character finds her room blown up.  
imdb,Thanks good a movie like this was done and released.  
imdb,"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  "
imdb,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  "
imdb,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  "
imdb,Great character actors Telly Savalas and Peter Boyle.  
imdb,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  "
imdb,A great film by a great director.  
imdb,Don't miss it.  
imdb,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  "
imdb,Brilliant!  
imdb,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  "
imdb,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  
imdb,"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  "
imdb,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  
imdb,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  
imdb,Conclusion - I loved it.  
imdb,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  
imdb,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  
imdb,"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  "
imdb,John Wayne did an incredible job for being so young in the movie industry.  
imdb,It's PURE BRILLIANCE.  
imdb,The movie I received was a great quality film for it's age.  
imdb,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  "
imdb,I will never forget it now.  
imdb,A very charming film with wonderful sentiment and heart.  
imdb,Also great directing and photography.  
imdb,The movie is full of wonderful dancing (hence the title!  
imdb,"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  "
imdb,Definitely worth checking out.  
imdb,"This movie creates its own universe, and is fascinating in every way.  "
imdb,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  
imdb,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  "
imdb,I have recommended it to friends.  
imdb,Up there with the best of Melville.  
imdb,Waste your money on this game.  
imdb,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  "
imdb,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  "
imdb,This is an extraordinary film.  
imdb,Babie Bop is very cute.  
imdb,An AMAZING finale to possibly the BEST trilogy of all time!  
imdb,They could be used as exemplars for any set designer.  
imdb,Go rent it.  
imdb,I enjoyed reading this book to my children when they were little.  
imdb,"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  "
imdb,Every single character was hilarious and deserved to be called a lead.  
imdb,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  "
imdb,10 out of 10 stars.  
imdb,Nevertheless yet another wonderful film from the great master's stable.  
imdb,This is one of the best movies out there that shows such strong sibling bond for each other.  
imdb,But this understated film leaves a lasting impression.  
imdb,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  "
imdb,This movie has a cutting edge to it.  
imdb,"I found this move beautiful, enjoyable, and uplifting.  "
imdb,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  "
imdb,"I was totally fascinated by the music, the dancing... everything.  "
imdb,This is one of Peter Watkins most accessible films.  
imdb,This was such an awesome movie that i bought it off of Ebay.  
imdb,Also the music by Mark Snow is possibly the best score I've ever heard.  
imdb,Cinematography: The film was shot in an interesting way.  
imdb,"There are massive levels, massive unlockable characters... it's just a massive game.  "
imdb,But I thought his acting was skilled.  
imdb,This is an excellent film.  
imdb,"When I first watched this movie, in the 80s, I loved it.  "
imdb,This movie is also revealing.  
imdb,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  
imdb,This is truly an art movie--it actually has a lot of art in it.  
imdb,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  "
imdb,This is the number one best TH game in the series.  
imdb,I didn't realize how wonderful the short really is until the last two scenes.  
imdb,This movie is great--especially if you enjoy visual arts.  
imdb,Enough can not be said of the remarkable animation in this film.  
imdb,I gave it a 10  
imdb,I am so thrilled after seeing a movie like this.  
imdb,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  "
imdb,The kids are very cool too.  
imdb,I saw this short film on HBO the other day and absolutely loved it.  
imdb,I enjoyed it.  
imdb,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  "
imdb,It was also the right balance of war and love.  
imdb,Both do good jobs and are quite amusing.  
imdb,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  
imdb,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  "
imdb,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  
imdb,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  "
imdb,The characters are interesting and you really care for them.  
imdb,See both films if you can.  
imdb,Duris has a wholesome appearance and gives a fine performance.  
imdb,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  "
imdb,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  "
imdb,"They are so easy to love, but even more easy to identify with.  "
imdb,"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  "
imdb,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  
imdb,I liked this movie way too much.  
imdb,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  
imdb,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  "
imdb,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  "
imdb,Having to humour him just to get by and get through the day was so apt.  
imdb,All the characters in this film are tremendously well played.  
imdb,"Buy it, play it, enjoy it, love it.  "
imdb,Excellent short film.  
imdb,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  "
imdb,""" The structure of this film is easily the most tightly constructed in the history of cinema.  "
imdb,His on screen presence shined thought even though there were other senior actors on the screen with him.  
imdb,Loved the casting of Jimmy Buffet as the science teacher.  
imdb,The transfers are very good.  
imdb,"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  "
imdb,This movie is so awesome!  
imdb,I'll give this film 10 out of 10!  
imdb,I believe the screenwriter did a good job of tying up the loose ends.  
imdb,It is a very well acted and done TV Movie.  
imdb,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  "
imdb,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  
imdb,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  "
imdb,""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  "
imdb,"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  "
imdb,"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  "
imdb,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  "
imdb,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  "
imdb,Non-linear narration thus many flashbacks and every part are articulated quite well.  
imdb,"Saw the movie today and thought it was a good effort, good messages for kids.  "
imdb,This is one of the best Italian thrillers of the early 70's.  
imdb,The aerial scenes were well-done.  
imdb,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  
imdb,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  "
imdb,There is a brilliant twist ending.  
imdb,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  "
imdb,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  "
imdb,It was a long time that i didn't see a so charismatic actor on screen.  
imdb,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  
imdb,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  "
imdb,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  
imdb,I think that it is a must see older John Wayne film.  
imdb,Meredith M was better than all right.  
imdb,I sat riveted to the TV screen.  
imdb,"It's a sad movie, but very good.  "
imdb,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  "
imdb,And those baby owls were adorable.  
imdb,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  "
imdb,"The soundtrack wasn't terrible, either.  "
imdb,He's a national treasure.  
imdb,Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  
imdb,This film offers many delights and surprises.  
imdb,The good cinematography also makes her and Monica Bellucci look very beautiful.  
imdb,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  "
imdb,A good commentary of today's love and undoubtedly a film worth seeing.  
imdb,"As they say in Canada, This is the fun game, aye.  "
imdb,There's barely a boring moment in the film and there are plenty of humorous parts.  
imdb,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  "
imdb,"The acting, as you'd expect from this cast, is top notch.  "
imdb,The two main characters may be two of the most believable children I ever saw put on screen.  
imdb,"It never condescends, all the characters have good genuine hearts and believable problems.  "
imdb,Raw and sublimely moving.  
imdb,It has northern humour and positive about the community it represents.  
imdb,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  "
imdb,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  "
imdb,"Their on-screen chemistry, critical to the entire film, is genuine.  "
imdb,It even has its sweet moments.  
imdb,"Actually, the graphics were good at the time.  "
imdb,This game rocks.  
imdb,10/10  
imdb,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  "
imdb,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  
imdb,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  "
imdb,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  "
imdb,"I won't spoil it, but the ending in pretty amazing.  "
imdb,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  "
imdb,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  "
imdb,Everything about this film is simply incredible.  
imdb,I must say I have taped most of the episodes and i find myself watching them over and over again.  
imdb,Excellently produced by one of Sci-fi's best producers Scot Vandiver !  
imdb,Very nice and relaxing late night viewing.  
imdb,""" I love it.  "
imdb,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  "
imdb,Definitely worth checking out.  
imdb,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  
imdb,The story is also both funny and poignant at times.  
imdb,Totally believable.  
imdb,"This is a very ""right on case"" movie that delivers everything almost right in your face.  "
imdb,Still it's quite interesting and entertaining to follow.  
imdb,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  "
imdb,"Some applause should be given to the ""prelude"" however.  "
imdb,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  "
imdb,The attractive set used throughout most of the film is an eye-pleasing gem.  
imdb,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  "
imdb,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  
imdb,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  "
